Date,FinBERT_Sentiment,Combined_Titles
06-09-2024 00:00,0.017,Powergrid stocks dips following block trade of 2.09 million shares - Moneycontrol
06-09-2024 00:00,-0.8944,SBI Card shares surge 5% to hit 11-month high over Goldman Sachs upgrade - Moneycontrol
06-09-2024 00:00,0.0174,SBI stock falls nearly 4% to 3-month low over bearish call by Goldman Sachs - Moneycontrol
09-09-2024 00:00,0.8833,"Ather IPO: Founders, Tiger Global, Binny Bansal's 3 State Ventures to sell stake; Hero Motocorp to stay... - Moneycontrol"
09-09-2024 00:00,-0.8498,"RBM Infracon shares hit 5% upper circuit following Rs 3,498 crore ONGC order - Moneycontrol"
11-09-2024 00:00,0.9171,"SD Shibulal's son, Shreyas, sells 13.86 lakh shares in Infosys at Rs 1,900 apiece - Moneycontrol"
11-09-2024 00:00,-0.3638,"Analyst Call Tracker August 2024: Shriram Finance hits hattrick as top pick on Street, HDFC Life makes... - Moneycontrol"
11-09-2024 00:00,0.0008,"Closing Bell: Sensex drops 398 pts, Nifty below 25,000; Tata Motors, NTPC, Adani Ports top losers - Moneycontrol"
12-09-2024 00:00,-0.7159,"IOCL, BPCL, HPCL could see record profits on falling crude prices, Investec hikes target price - Moneycontrol"
12-09-2024 00:00,0.8789,"Stock radar : Wipro, Reliance Industries, Power Grid, HCL Technologies, Muthoot Capital in focus - Moneycontrol"
13-09-2024 00:00,-0.3988,Option strategy| Bullish continuation technical pattern signals upside in Kotak Mahindra Bank - Moneycontrol
13-09-2024 00:00,0.8814,Reliance Industries extends last date for paying call money on partly paid shares to October 7 - Moneycontrol
13-09-2024 00:00,0.851,"Top mutual funds sell over Rs 8,200 crore worth of HDFC Bank shares in August - Moneycontrol"
13-09-2024 00:00,-0.9024,"Wipro rises over 3%, lifts Nifty IT index to fresh peak - Moneycontrol"
17-09-2024 00:00,-0.2655,"NTPC Green Energy IPO buzz resurfaces: PSU gearing up to soon file for Rs 10,000-crore public issue - Moneycontrol"
18-09-2024 00:00,0.8992,NTPC Green Energy files draft papers for $1.2 billion IPO - Moneycontrol
18-09-2024 00:00,-0.5191,"SBI raises Rs 7,500 crore via Basel III compliant tier-2 bonds at 7.33% coupon rate - Moneycontrol"
18-09-2024 00:00,-0.8001,ICICI Bank mcap hits Rs 9 lakh crore milestone for first time - Moneycontrol
18-09-2024 00:00,0.2484,Sun Pharma receives order of ₹35.43 Lakh by GST Dept for Unpaid Taxes on Recoveries from July 2017 to Marc.. - ETLegalWorld.com
19-09-2024 00:00,-0.8847,Power Grid stock rises as Jefferies issues buy; up to 17% upside seen - Moneycontrol
19-09-2024 00:00,-0.7059,TCS completes a hat-trick of being most valuable brand: Report - ET BrandEquity
19-09-2024 00:00,0.9015,"Stock Radar: IREDA, NTPC, GE T&D India, Lodha, Ion Exchange, Power Grid, Nazara in focus on Thursday - Moneycontrol"
19-09-2024 00:00,-0.7497,"Closing Bell: Nifty around 25,400, Sensex up 237 pts; bank, FMCG shine, telecom worst hit - Moneycontrol"
19-09-2024 00:00,0.7887,"NTPC Green Energy files DRHP for Rs 10,000-crore IPO, earmarks portion for NTPC shareholders; check quota - Moneycontrol"
19-09-2024 00:00,0.0119,ONGC shares slip as HSBC downgrades stock to 'Reduce' on falling oil prices - Moneycontrol
20-09-2024 00:00,-0.7819,HDFC Bank shares rise nearly 2% amid buzz over HDFC Credila going public - Moneycontrol
20-09-2024 00:00,-0.9208,Adani Ports stock edges up as MOFSL reaffirms buy; analysts see 31% upside - Moneycontrol
20-09-2024 00:00,-0.7928,"NTPC stock rises as board greenlights Rs 20,832 cr investment in two projects - Moneycontrol"
23-09-2024 00:00,0.8751,"Trade Spotlight: How should you trade Ujjivan SFB, JSW Energy, Marico, Thermax, SBI Life and others on... - Moneycontrol"
23-09-2024 00:00,0.8839,"Indian Market Sectors, Live Sector Watch, Market Indices - The Economic Times"
24-09-2024 00:00,0.2692,"Reliance Power stock locked at 5% upper circuit on Rs 1,525 crore preferential issue - Moneycontrol"
24-09-2024 00:00,-0.6735,"ONGC Videsh inks gas deal in Azerbaijan, Morgan Stanley sees 45% upside - Moneycontrol"
24-09-2024 00:00,-0.3269,"Indian utilities offer Rs 40 lakh crore investment opportunity, 'buy' Power Grid, Tata Power: Motilal... - Moneycontrol"
24-09-2024 00:00,-0.9166,Power Grid Corporation shares gain on winning inter-state transmission project - Moneycontrol
24-09-2024 00:00,0.869,"Stock Radar: ONGC, Reliance, PNB, AstraZeneca, GR Infra, BGR Energy, Arkade Developers, Coal India in... - Moneycontrol"
24-09-2024 00:00,0.9094,"Allsec Tech Share Price Today, Allsec Tech Stock Price Live NSE/BSE - The Economic Times"
25-09-2024 00:00,-0.8044,"Power Grid to benefit from India’s transmission capex supercycle, Goldman Sachs reiterates bullishness - Moneycontrol"
25-09-2024 00:00,0.9118,Bajaj Finserv Ltd - Moneycontrol
25-09-2024 00:00,0.88,"Trade Spotlight: How should you trade HDFC Life, CESC, Siemens, Firstsource, KPR Mill and others on... - Moneycontrol"
25-09-2024 00:00,-0.8984,"HDFC Bank gains as HSBC upgrades target price, sees 12% potential upside - Moneycontrol"
25-09-2024 00:00,-0.8467,"NTPC shares rise, hit all-time high as Goldman Sachs remains bullish - Moneycontrol"
26-09-2024 00:00,-0.4782,"NSE Index Rejig: Trent, BEL to enter Nifty 50 today; Divi's Labs, LTIMindtree excluded - Moneycontrol"
26-09-2024 00:00,-0.8864,Nomura roots for valuation premium for Hyundai Motor India over rival Maruti Suzuki - Moneycontrol
26-09-2024 00:00,-0.8026,"ITC shares hit record high, market-cap moves past Rs 6.5 lakh crore for the first time - Moneycontrol"
26-09-2024 00:00,0.0079,"Hero MotoCorp shares slip 2% as UBS reiterates 'sell', sees 45% downside - Moneycontrol"
27-09-2024 00:00,-0.8986,BPCL stock surges 7% to hit all-time high amid spurt in volumes - Moneycontrol
27-09-2024 00:00,-0.6972,Reliance Power stock hits 5% upper circuit for 8th straight session; doubles YTD - Moneycontrol
27-09-2024 00:00,0.8417,"For Asian Paints, ‘Har Ghar Kuch Kehta Hai’ is not a time capsule - ET BrandEquity"
29-09-2024 00:00,-0.4639,"IPO rush: Hyundai, Swiggy, NTPC Green Energy among cos looking to raise Rs 60,000 cr in Oct-Nov - Moneycontrol"
29-09-2024 00:00,0.9283,"Tips Music Share Price, Tips Music Stock Price, Tips Music Ltd. Stock Price, Share Price, Live BSE/NSE, Tips Music Ltd. Bids Offers. Buy/Sell Tips Music Ltd. news & tips, & F&O Quotes, NSE/BSE Forecast News and Live Quotes - Moneycontrol"
30-09-2024 00:00,-0.8047,Avantel stock price jumps 12% on bagging order win worth Rs 45 crore from L&T - Moneycontrol
30-09-2024 00:00,0.6341,"Morgan Stanley bumps FY25 earnings estimate for Asian Paints, Berger Paints on low oil prices; retains... - Moneycontrol"
30-09-2024 00:00,0.7613,Newsletter 30 09 2024/amp/news/business/markets/brokerages See Indian Steelmakers In A Sweet Spot Jsw Steel Tata Steel Jspl Surge 1 3 12834462.html Editor's Picks - Moneycontrol
30-09-2024 00:00,0.5701,Dr Reddy's completes acquisition of Haleon's NRT portfolio - ET HealthWorld
30-09-2024 00:00,0.8475,"TCS to announce Q2 results on Oct 10, firm's board to consider second interim dividend for FY25 - Moneycontrol"
30-09-2024 00:00,0.6361,Dr Reddy's completes acquisition of Haleon's NRT portfolio - ET Pharma
01-10-2024 00:00,0.9134,Adani Enterprises' $1.3 billion share sale said to start next week - Moneycontrol
01-10-2024 00:00,-0.7315,NTPC shares rise as IPO-bound arm signs renewable energy MoU with Rajasthan - Moneycontrol
01-10-2024 00:00,-0.9097,"Tech Mahindra emerges as top Nifty 50 gainer as CLSA upgrades to 'outperform', shares surge 3% - Moneycontrol"
02-10-2024 00:00,0.823,"How oil can spoil the market party: impact on economy, market sentiment, sectors and stocks - Moneycontrol"
03-10-2024 00:00,-0.8357,Jefferies sees up to 11% upside for NTPC stock in base case amid renewable energy growth plans - Moneycontrol
03-10-2024 00:00,-0.9142,"Reliance Power, Reliance Infra stocks surge upto 5% as group forays into Bhutan - Moneycontrol"
03-10-2024 00:00,-0.8767,"Brokerages see Indian steelmakers in a sweet spot; JSW Steel, Tata Steel, JSPL surge 1-3% - Moneycontrol"
03-10-2024 00:00,0.012,Maruti Suzuki stock drops 2% as domestic sales decline in September - Moneycontrol
03-10-2024 00:00,-0.7972,"HSBC reiterates bullishness on ITC on attractive risk-reward ratio, hikes target price - Moneycontrol"
03-10-2024 00:00,0.9088,"TechEra Engineering Share Price Today, TechEra Engineering Stock Price Live NSE/BSE - The Economic Times"
03-10-2024 00:00,0.8857,"Thinking Hats Enter Share Price Today, Thinking Hats Enter Stock Price Live NSE/BSE - The Economic Times"
04-10-2024 00:00,-0.9249,Titan Q2 update: Firm posts 25% growth in business - Moneycontrol
04-10-2024 00:00,0.6095,"Brokerage Radar: Jefferies raises SBI Card target price, Citi has a 'Sell' call on Avenue Supermart - Moneycontrol"
04-10-2024 00:00,0.0023,"OMC shares lower, ONGC spurts over 2% as Brent tests $78 on risk to Iranian oil facilities - Moneycontrol"
04-10-2024 00:00,-0.1585,DMart Q2 growth underwhelms as brokerages split on Avenue Supermarts stock; analysts flag store expansion... - Moneycontrol
05-10-2024 00:00,0.9163,"HVAX Technologies Share Price Today, HVAX Technologies Stock Price Live NSE/BSE - The Economic Times"
06-10-2024 00:00,0.8661,"Stock Radar: Titan, Jio Financial, Bandhan Bank, Lupin, CG Power, Diffusion Engineers, GAIL in focus on... - Moneycontrol"
07-10-2024 00:00,0.9098,"Saj Hotels Share Price Today, Saj Hotels Stock Price Live NSE/BSE - The Economic Times"
07-10-2024 00:00,0.3218,"From changing how India buys and sells to 'good food, good life': meet the new Nestle India head Manish... - Moneycontrol"
07-10-2024 00:00,0.0109,"Closing Bell: Nifty below 24,800, Sensex down 638 pts; IT index outperforms - Moneycontrol"
07-10-2024 00:00,0.9084,"Subam Papers Share Price Today, Subam Papers Stock Price Live NSE/BSE - The Economic Times"
08-10-2024 00:00,-0.7706,"ICICI Lombard buys additional stake in Axis Bank, increases investment to Rs 236 crore - Moneycontrol"
09-10-2024 00:00,-0.7096,Divi's Labs hits record high after Citi initiates 'buy' call with most bullish price target - Moneycontrol
09-10-2024 00:00,0.8549,"Stocks on Radar | Torrent Power, Infosys, Dr Reddy’s Laboratories In Focus - Moneycontrol"
09-10-2024 00:00,-0.915,"SBI shares zoom over 2% as Nomura sees nearly 25% upside on attractive valuations, asset quality - Moneycontrol"
09-10-2024 00:00,-0.368,Adani Enterprises launches first tranche of QIP to raise $500 million; may raise more later - Moneycontrol
10-10-2024 00:00,0.8574,"Trade Spotlight: How should you trade Tata Motors, Gujarat Alkalies, Kotak Bank, CG Power, Mazagon Dock... - Moneycontrol"
10-10-2024 00:00,0.0217,TCS share price trades flat ahead of quarterly results announcement - Moneycontrol
10-10-2024 00:00,0.056,"ONGC Q2 PAT may dip 9.3% YoY to Rs. 9,270 cr: PL Capital - Moneycontrol"
10-10-2024 00:00,0.0243,"TCS Q2 FY25 net profit falls to Rs 11,909 crore, misses estimates; dividend declared - Moneycontrol"
11-10-2024 00:00,0.8322,"Stocks On Radar on Oct 11: TCS, IREDA, Anand Rathi Wealth, Mazagon Dock Shipbuilders in Focus - Moneycontrol"
11-10-2024 00:00,-0.9246,"DMart Q2 Preview: Store additions, stable margins to support earnings; PAT may grow 17% on-year - Moneycontrol"
11-10-2024 00:00,-0.01,"TCS gets bullish calls despite Q2 results miss as analysts eye recovery; stock extends fall, check share... - Moneycontrol"
11-10-2024 00:00,0.7866,"Hyundai India vs Maruti Suzuki: What investors can expect from mega IPO – A look at valuations,... - Moneycontrol"
11-10-2024 00:00,-0.0738,"UBS hikes target price on Kotak Mahindra Bank, but maintains neutral outlook - Moneycontrol"
11-10-2024 00:00,0.816,Buy TCS; target of Rs 5400: Motilal Oswal - Moneycontrol
11-10-2024 00:00,-0.8975,"Hindalco Industries Q2 PAT seen up 57.1% YoY to Rs. 3,350 cr: PL Capital - Moneycontrol"
11-10-2024 00:00,0.8955,"Stock Radar: TCS, IREDA, Krsnaa Diagnostics, Oberoi Realty, Bandhan Bank, Mazagon Dock in focus on Friday - Moneycontrol"
11-10-2024 00:00,0.9153,Bajaj Finserv vwap live chart | vwap indicator | Volume Weighted Average Price - Moneycontrol
11-10-2024 00:00,0.9152,ICICI Bank vwap live chart | vwap indicator | Volume Weighted Average Price - Moneycontrol
12-10-2024 00:00,-0.8571,HCLTech Q2 Earnings Preview: Revenue likely to grow but profit may feel the heat - Moneycontrol
12-10-2024 00:00,0.8696,Axis Consumption Fund - Regular Plan - Growth [9.19] | Axis Mutual Fund - Moneycontrol
13-10-2024 00:00,0.8842,Wipro to consider bonus issues of shares; board meet on Oct 17 - Moneycontrol
13-10-2024 00:00,-0.56,"Chartist Talks: Strong bullish momentum suggests right time to buy Hindalco, NALCO, CG Power, says Sudeep... - Moneycontrol"
13-10-2024 00:00,0.9151,NTPC Renewable Energy names Pushpendra Tyagi as CFO - ET CFO
14-10-2024 00:00,0.1887,"Need enterprises to sponsor Gen AI platforms, says HCLTech - Moneycontrol"
14-10-2024 00:00,-0.8811,"HCLTech to roll out 7% salary hike in October, top performers to receive up to 15% - Moneycontrol"
14-10-2024 00:00,-0.1532,"Brokerage Radar | Mixed calls for Avenue Supermarts, outlook bullish for OMCs, life insurers - Moneycontrol"
14-10-2024 00:00,-0.4366,Avenue Supermarts Q2 underwhelms on stiff competition from online rivals; shares crack 8% - Moneycontrol
14-10-2024 00:00,0.8419,"Stocks On Radar: Ashoka Buildcon, IL&FS, Wipro Ltd, PNC Infratech in Focus| 14 October - Moneycontrol"
14-10-2024 00:00,-0.8932,"HCLTech Q2 net profit jumps 11% to Rs 4,235 crore, beats estimates; dividend declared - Moneycontrol"
14-10-2024 00:00,-0.9032,"JPMorgan backs L&T stock with 'Overweight' rating, sees strong revenue growth, margin gains - Moneycontrol"
14-10-2024 00:00,0.4825,Analyst Call Tracker: Why PowerGrid stock picked up maximum downgrades in last quarter? - Moneycontrol
15-10-2024 00:00,0.0151,"Closing Bell: Nifty below 25,100, Sensex down 153 pts; auto, metals drag, realty shine - Moneycontrol"
15-10-2024 00:00,0.8699,Hold Tata Consultancy Services; target of Rs 4432: Anand Rathi - Moneycontrol
15-10-2024 00:00,0.8863,"Stock Radar: Reliance, HCL Tech, Angel One, Sunteck Realty, Chalet Hotels, Garuda Construction, J Kumar in... - Moneycontrol"
15-10-2024 00:00,-0.919,Q2 Results Highlights For October 15: HDFC AMC net profit soars 32% to Rs 576.6 cr; revenue rises 38% YoY - Moneycontrol
15-10-2024 00:00,0.669,Buy HCL Technologies; target of Rs 2300: Motilal Oswal - Moneycontrol
15-10-2024 00:00,-0.9219,HDFC Life Q2 net profit jumps 15% on-year; robust premium income helps insurer beat Street - Moneycontrol
15-10-2024 00:00,0.8441,"Trade Spotlight: How should you trade IndusInd Bank, Tech Mahindra, Firstcry, Persistent, Aditya Birla... - Moneycontrol"
15-10-2024 00:00,-0.0357,"Indian insurer HDFC Life's profit rises, but shrinking margins slam shares - ET BFSI"
15-10-2024 00:00,0.6428,"Stocks On Radar| HCLTech, Reliance Industries Q2, Angel One, JSW Infrastructure in Focus - Moneycontrol"
15-10-2024 00:00,0.0587,"Bengaluru Police arrest Axis Bank manager, 3 sales executives in a Rs 97-crore stock-market fraud - Moneycontrol"
16-10-2024 00:00,0.8594,"Short Call | The other side of emerging markets; Wipro, Sunteck Realty, JustDial in focus - Moneycontrol"
16-10-2024 00:00,0.011,"Closing Bell: Sensex down 319 pts, Nifty around 24,950; realty outperforms - Moneycontrol"
16-10-2024 00:00,0.7588,"Quant Mutual Fund takes about half of Adani Enterprises' Rs 4,200 crore QIP; Small Cap Fund picks biggest... - Moneycontrol"
16-10-2024 00:00,-0.6224,"Tech Mahindra Q2 Earnings Preview: Revenue growth likely to be muted, but margins could expand - Moneycontrol"
17-10-2024 00:00,-0.8855,"Wipro Q2 net profit rises 21% to Rs 3,209 cr, beats estimate; IT major announces 1:1 bonus share issue - Moneycontrol"
17-10-2024 00:00,0.8581,"Stocks on Radar: Bajaj Auto, L&T And Rail Vikas Nigam in focus | October 17 Update - Moneycontrol"
17-10-2024 00:00,-0.0104,Wipro ADR slides 4% post Q2 results on lower guidance for December quarter - Moneycontrol
17-10-2024 00:00,0.9039,"Sumeet Industries News - Sumeet Industries Announcement, Latest News on Sumeet Industries - The Economic Times"
17-10-2024 00:00,0.0174,"Hero Moto, TVS Motor shares see sharpest fall in 2 years on Bajaj Auto's Q2 miss - Moneycontrol"
17-10-2024 00:00,0.912,"Pranik Logistics Share Price Today, Pranik Logistics Stock Price Live NSE/BSE - The Economic Times"
18-10-2024 00:00,-0.0391,IT hiring: TCS and Infosys expand workforce while HCLTech cuts headcount in Q2 FY25 - ET CFO
18-10-2024 00:00,0.9048,"Stock Radar: Infosys, Wipro, Axis Bank, LTIMindtree, Zomato, MGL, IGL, Polycab, Tata Chemicals in focus on... - Moneycontrol"
18-10-2024 00:00,0.011,Infosys stock slips 4% after slight miss in Q2 earnings - Moneycontrol
18-10-2024 00:00,0.9274,"SBI Life Insura Future trading, SBI Life Insura future contract, Nifty futures, F&O, Future and options - Moneycontrol"
19-10-2024 00:00,-0.848,"Tech Mahindra Q2 Earnings: Profit surges 153% YoY, dividend declared - Moneycontrol"
19-10-2024 00:00,0.6781,"Tech Mahindra adds 6,653 employees in Q2FY25 - Moneycontrol"
20-10-2024 00:00,0.8912,"Trade Spotlight: How should you trade Hindalco, HDFC Life Insurance, Mazagon Dock, Tube Investments, MCX... - Moneycontrol"
20-10-2024 00:00,-0.0622,"Chartist Talks: Sudeep Shah of SBI Securities believes Axis Bank has bottomed out, sees bullish momentum... - Moneycontrol"
21-10-2024 00:00,0.6267,Buy HDFC Bank; target of Rs 2000: Emkay Global Financial - Moneycontrol
21-10-2024 00:00,0.0101,"UltraTech Cement Q2 net profit falls 36% to Rs 820 crore as sales slowdown hits prices, margins; misses... - Moneycontrol"
21-10-2024 00:00,-0.9241,"HCL Tech Standalone September 2024 Net Sales at Rs 12,615.00 crore, up 4.61% Y-o-Y - Moneycontrol"
21-10-2024 00:00,0.0143,"Short Call: Auto stocks may disappoint in Q2 as demand falters; Axis Bank, Wipro in focus - Moneycontrol"
21-10-2024 00:00,0.8742,"Stock Radar: HDFC Bank, Tech Mahindra, JSW Steel, UCO Bank, JM Financial, MCX, Tata Consumer in focus on... - Moneycontrol"
21-10-2024 00:00,0.8906,UltraTech Cement Ltd - Moneycontrol
22-10-2024 00:00,0.2521,"Diwali Picks | Bank of India, NCC, Reliance Industries, SBI among HDFC Securities' top bets - Moneycontrol"
22-10-2024 00:00,-0.9254,"SBI Life Q2 preview: APE likely to grow 6% YoY led by new policy premiums, margins to slightly dip - Moneycontrol"
22-10-2024 00:00,-0.9155,"HDFC Life Consolidated September 2024 Net Sales at Rs 28,496.97 crore, up 23.14% Y-o-Y - Moneycontrol"
22-10-2024 00:00,-0.9235,"TCS Consolidated September 2024 Net Sales at Rs 64,259.00 crore, up 7.65% Y-o-Y - Moneycontrol"
22-10-2024 00:00,-0.9242,"HCL Tech Consolidated September 2024 Net Sales at Rs 28,862.00 crore, up 8.21% Y-o-Y - Moneycontrol"
22-10-2024 00:00,0.0414,"Diwali Picks | ONGC, Kaynes Tech, Eris Lifesciences, Nazara Technologies among Ashika Group's top picks - Moneycontrol"
23-10-2024 00:00,-0.3658,Power Grid wins inter-state transmission projects; shares trade lower - Moneycontrol
23-10-2024 00:00,-0.9037,"ITC Q2 Preview: Cigarette volumes may grow 3%, paperboard arm to pressure margins - Moneycontrol"
23-10-2024 00:00,0.0155,"Hindustan Unilever Q2 net profit falls to Rs 2,591 crore, misses estimates; Rs 29 per share dividend... - Moneycontrol"
24-10-2024 00:00,-0.6985,Race for NIIF-backed Ayana Renewable Power: ONGC emerges as lead suitor - Moneycontrol
24-10-2024 00:00,0.7614,Bulk deals: HDFC Bank buys 4.6% stake in Freshara Agro Exports - Moneycontrol
24-10-2024 00:00,-0.9178,"Sun Pharma Q2 Preview: Favourable seasonality, robust specialty sales to keep earnings in the pink of... - Moneycontrol"
24-10-2024 00:00,0.8743,"Trade Spotlight: How should you trade TCS, HCL Tech, PG Electroplast, Voltas, Mphasis and others on... - Moneycontrol"
24-10-2024 00:00,-0.9145,"NTPC Q2 results: Net profit rises 14% YoY to Rs 5,380 crore; approves dividend of Rs 2.5/ share - Moneycontrol"
24-10-2024 00:00,0.7942,"Live: Can Nifty Defend 24,400 On Weekly Expiry Day? HUL, ITC In Focus| Opening Bell - Moneycontrol"
24-10-2024 00:00,-0.2592,"Closing Bell: Sensex ends flat, Nifty near 24,400; FMCG majors HUL, ITC, Nestle tank 2-6%, Ultratech surges 3% - Moneycontrol"
24-10-2024 00:00,-0.8214,"SBI Life crack 5% on Q2 miss, but brokerages hope growth from new investments, product launches - Moneycontrol"
24-10-2024 00:00,0.685,Apply Online for a Credit Card and Get Instant Approval - Moneycontrol
25-10-2024 00:00,0.0152,L&T shares fall 2% as UBS downgrades to 'neutral' citing near term hurdles - Moneycontrol
25-10-2024 00:00,0.8006,"AkzoNobel considers stake sale or partnership for Dulux, hints at Grasim, Asian Paints as key players - Moneycontrol"
25-10-2024 00:00,-0.9273,"NTPC Q2 Results: Net profit grows 14% to Rs 5,380 crore - ET EnergyWorld"
25-10-2024 00:00,0.0109,"BPCL Q2 results: Net profit falls 72% to Rs 2,297 crore on account of weak refining margins - Moneycontrol"
25-10-2024 00:00,-0.1649,Brokerages cheer for ITC stock after Q2 earnings smoke expectations amid challenging market - Moneycontrol
25-10-2024 00:00,0.0086,JSW Steel Q2 results: Net profit falls 85% to Rs 404 crore as cheap import pressures hit realisations - Moneycontrol
25-10-2024 00:00,0.9064,Q2FY25 SBI Life Insurance Company Ltd - Moneycontrol
25-10-2024 00:00,-0.9218,"ITC Consolidated September 2024 Net Sales at Rs 22,281.89 crore, up 25.36% Y-o-Y - Moneycontrol"
25-10-2024 00:00,0.0073,NTPC shares fall 3% despite Q2 results beating Street estimates; PSU stock outruns Nifty YTD - Moneycontrol
25-10-2024 00:00,0.9019,Block Deals on NSE BSE - Block Deals In Stock/Share Market | Block Deals on BSE Today - Moneycontrol
26-10-2024 00:00,-0.9259,"ICICI Bank reports strong Q2, signals margins to stabilise from here on - Moneycontrol"
26-10-2024 00:00,-0.7308,JSW Steel Q2 net profit falls over 85 pc to Rs 404 crore; output grows 7 pc to 6.77 MT - ET EnergyWorld
28-10-2024 00:00,0.8923,"ONGC head should be chairman of subsidiary HPCL, says synergy panel - ET EnergyWorld"
28-10-2024 00:00,-0.393,"NTPC Green Energy gets Sebi nod for Rs 10,000-crore IPO - ET EnergyWorld"
28-10-2024 00:00,0.8334,Neutral NTPC; target of Rs 450: Motilal Oswal - Moneycontrol
28-10-2024 00:00,0.0053,IOCL reports net loss of Rs 449 crore in Q2 amid weak GRMs - Moneycontrol
28-10-2024 00:00,-0.0532,"Maruti Suzuki Q2 Preview: Revenue, net profit to remain flat on tepid volume, demand - Moneycontrol"
28-10-2024 00:00,-0.1027,"MC Interview: Hyundai seems slightly better positioned than Maruti Suzuki, says this investment advisor - Moneycontrol"
28-10-2024 00:00,0.7883,Accumulate JSW Steel; target of Rs 1014 Prabhudas Lilladher - Moneycontrol
28-10-2024 00:00,-0.9123,"Sun Pharma’s Q2 net profit jumps 28% on-year to Rs 3,040 crore, beats expectations - Moneycontrol"
28-10-2024 00:00,0.8629,AI Chart Patterns - The Economic Times
29-10-2024 00:00,0.3917,"Brokerage Radar: Jefferies raises Sun Pharma's target, CLSA lowers LIC Housing price outlook - Moneycontrol"
29-10-2024 00:00,0.0104,"Maruti Suzuki reports 18% drop with INR 3,069 cr in Q2 - ET Auto"
29-10-2024 00:00,-0.8926,"Adani Ports and SEZ Q2 net zooms 40 percent to Rs 2,445 crore - ET Infra"
29-10-2024 00:00,0.8544,Too good to be true? Rs 1 lakh investment in Elcid Investments stock would have yielded Rs 670 crore in... - Moneycontrol
29-10-2024 00:00,0.011,"Maruti Suzuki stock falls 6%, as Q2 profit shrinks 18% on-year to Rs 3,103 crore, misses expectation - Moneycontrol"
29-10-2024 00:00,-0.9205,"Sun Pharma Consolidated September 2024 Net Sales at Rs 13,291.39 crore, up 9.01% Y-o-Y - Moneycontrol"
29-10-2024 00:00,-0.8028,"Adani Enterprises Q2 net profit jumps 8x to Rs 1,742 crore; revenue falls short of estimate - Moneycontrol"
29-10-2024 00:00,0.8087,Buy Avenue Supermarts; target of Rs 4471: Geojit Financial Services - Moneycontrol
30-10-2024 00:00,-0.9015,Maruti Suzuki shares up 2% despite brokerages flagging demand concerns for entry-level cars - Moneycontrol
30-10-2024 00:00,0.5135,"Diwali stock picks: ICICI Bank, Zomato, L&T among MOFSL's top bets for Samvat 2081 - Moneycontrol"
30-10-2024 00:00,-0.5779,"HDFC Bank tops credit card market, SBI leads in debit cards as of Sept ‘24 - ET BFSI"
31-10-2024 00:00,0.5324,"Diwali Stock Picks 2024: ICICI Bank, Zomato, L&T among top bets to invest - Moneycontrol"
31-10-2024 00:00,0.8429,HDB Financial IPO: 10 key things to know as HDFC Bank's NBFC arm prepares for stock market debut - Moneycontrol
31-10-2024 00:00,0.9138,"HDFC Bank's NBFC arm HDB Financial files DRHP for Rs 12,500 crore IPO - Moneycontrol"
31-10-2024 00:00,-0.0162,Dr Reddy's Labs Q2 Preview: Margin pressures to squeeze profit despite steady US sales - Moneycontrol
31-10-2024 00:00,0.8873,"Trade Spotlight: How should you trade SBI Life, Max Financial Services, BEML, Asahi India Glass, City... - Moneycontrol"
31-10-2024 00:00,0.8815,HDFC Life Sampoorn Nivesh - Diversified Equity Fund - Moneycontrol
03-11-2024 00:00,0.7401,"Stock Radar: Hero MotoCorp, Premier Energies, Sun Pharma, Afcons Infrastructure, Zen Technologies in focus... - Moneycontrol"
04-11-2024 00:00,-0.0417,OMC stocks plunge 5% on bearish Goldman Sachs note; Indian Oil has highest downside risk after Q2 results - Moneycontrol
04-11-2024 00:00,-0.4625,"Closing Bell: Sensex tanks 940 pts, Nifty ends below 24,000; Hero Moto, Bajaj Auto, Grasim worst hit - Moneycontrol"
04-11-2024 00:00,0.8587,"Hero MotoCorp, Zen Technologies, Premier Energies, Sun Pharma In Focus | Stocks On Radar - Moneycontrol"
04-11-2024 00:00,-0.8822,"Titan Q2 preview: Revenue growth seen in mid-teens, profit set to rise on gold customs duty cut - Moneycontrol"
04-11-2024 00:00,0.0108,Sun Pharma shares slump 5% after US court ruling stalls Leqselvi launch - Moneycontrol
04-11-2024 00:00,0.8802,"Trade Spotlight: How should you trade DMart, Bharat Dynamics, City Union Bank, Gujarat Alkalies, and... - Moneycontrol"
05-11-2024 00:00,0.0086,"Dr Reddy's Q2 results: Net profit falls 15% to Rs 1,255 crore - Moneycontrol"
05-11-2024 00:00,-0.8877,"E2E Networks shares surge 5% to hit all-time high as L&T acquires 21% stake worth Rs 1,000 crore - Moneycontrol"
05-11-2024 00:00,0.0094,Titan Q2 net profit declines 25% to Rs 705 crore as customs duty cut drives inventory losses - Moneycontrol
05-11-2024 00:00,-0.8902,Power Grid Q2 Preview: Firm likely to see 2% rise in revenue amid slowdown in power demand - Moneycontrol
05-11-2024 00:00,0.8089,"Live: How much more fall is in store for Nifty? | Dr Reddy's, Titan in focus | Opening Bell - Moneycontrol"
05-11-2024 00:00,-0.7388,"Closing Bell: Nifty above 24,200, Sensex gains 694 pts; metal, financials rally - Moneycontrol"
06-11-2024 00:00,-0.5041,"India in talks with Gulf, Asia nations for cross-border power grid links under OSOWOG - ET EnergyWorld"
06-11-2024 00:00,0.8682,Buy Titan Company target of Rs 3782 Prabhudas Lilladher - Moneycontrol
